Date,Code,Name,EntryPrice,PctChange,Note
2026-01-05,3131,弘塑,1765.0,9.97,漲停
2026-01-05,3623,富晶通,28.6,10.0,漲停
2026-01-05,3680,家登,408.0,9.97,漲停
2026-01-05,4130,健亞,30.4,9.95,漲停
2026-01-05,2543,皇昌,66.5,9.92,漲停
2026-01-05,1717,長興,46.1,9.89,漲停
2026-01-05,1725,元禎,29.9,9.93,漲停
2026-01-05,2409,友達,13.85,9.92,漲停
2026-01-05,2460,建通,24.3,9.95,漲停
2026-01-05,2461,光群雷,16.9,9.74,漲停
2026-01-05,1324,地球,11.55,10.0,漲停
2026-01-05,2337,旺宏,47.65,9.92,漲停
2026-01-05,3057,喬鼎,23.15,9.98,漲停
2026-01-05,3312,弘憶股,42.1,9.92,漲停
2026-01-05,3321,同泰,20.45,9.95,漲停
2026-01-05,3481,群創,19.9,9.94,漲停
2026-01-05,4764,雙鍵,127.0,9.96,漲停
2026-01-05,6116,彩晶,8.78,9.89,漲停
2026-01-05,6155,鈞寶,53.2,9.8,漲停
2026-01-05,8028,昇陽半導體,205.0,9.92,漲停
2026-01-05,8105,凌巨,12.45,9.69,漲停
2026-01-05,8110,華東,68.5,9.95,漲停
2026-01-05,6239,力成,201.5,9.81,漲停
2026-01-05,6285,啟碁,110.0,10.0,漲停
2026-01-05,6861,睿生光電,66.3,9.95,漲停
2026-01-05,6909,創控,43.2,9.92,漲停
2026-01-06,3630,新鉅科,29.55,9.85,漲停
2026-01-06,6113,亞矽,21.9,9.77,漲停
2026-01-06,6167,久正,12.15,9.95,漲停
2026-01-06,5220,萬達光電,19.45,9.89,漲停
2026-01-06,5291,邑昇,34.1,10.0,漲停
2026-01-06,8299,群聯,1615.0,9.86,漲停
2026-01-06,1789,神隆,18.8,9.94,漲停
2026-01-06,2408,南亞科,228.5,9.86,漲停
2026-01-06,2409,友達,15.2,9.75,漲停
2026-01-06,1713,國化,49.1,9.97,漲停
2026-01-06,1717,長興,50.7,9.98,漲停
2026-01-06,2305,全友,11.8,9.77,漲停
2026-01-06,2313,華通,103.5,9.76,漲停
2026-01-06,2337,旺宏,52.4,9.97,漲停
2026-01-06,2342,茂矽,32.9,9.85,漲停
2026-01-06,2349,錸德,14.7,9.7,漲停
2026-01-06,2489,瑞軒,17.3,9.84,漲停
2026-01-06,4562,穎漢,38.25,9.91,漲停
2026-01-06,4927,泰鼎-KY,35.55,9.89,漲停
2026-01-06,4934,太極,14.6,9.77,漲停
2026-01-06,4961,天鈺,148.5,10.0,漲停
2026-01-06,3051,力特,19.9,9.94,漲停
2026-01-06,3481,群創,21.85,9.8,漲停
2026-01-06,3530,晶相光,78.1,10.0,漲停
2026-01-06,3532,台勝科,108.5,9.6,漲停
2026-01-06,5484,慧友,41.4,9.96,漲停
2026-01-06,6116,彩晶,9.65,9.91,漲停
2026-01-06,6120,達運,13.5,9.76,漲停
2026-01-06,6770,力積電,47.75,9.9,漲停
2026-01-06,8105,凌巨,13.65,9.64,漲停
2026-01-06,8215,明基材,20.2,9.78,漲停
2026-01-06,8374,羅昇,88.2,9.98,漲停
2026-01-06,6415,矽力*-KY,206.5,9.84,漲停
2026-01-07,6244,茂迪,22.1,9.95,漲停
2026-01-07,6465,威潤,36.9,9.99,漲停
2026-01-07,6485,點序,102.0,9.91,漲停
2026-01-07,4973,廣穎,44.1,9.98,漲停
2026-01-07,5011,久陽,10.75,9.58,漲停
2026-01-07,4768,晶呈科技,429.5,9.99,漲停
2026-01-07,3372,典範,22.65,9.95,漲停
2026-01-07,6643,M31,451.5,9.99,漲停
2026-01-07,3693,營邦,323.5,9.85,漲停
2026-01-07,1605,華新,39.65,9.99,漲停
2026-01-07,1717,長興,55.7,9.86,漲停
2026-01-07,1789,神隆,20.65,9.84,漲停
2026-01-07,2007,燁興,8.2,9.92,漲停
2026-01-07,2017,官田鋼,9.17,9.95,漲停
2026-01-07,2022,聚亨,8.62,9.95,漲停
2026-01-07,2025,千興,11.8,9.77,漲停
2026-01-07,2028,威致,18.85,9.91,漲停
2026-01-07,2030,彰源,15.7,9.79,漲停
2026-01-07,2032,新鋼,16.3,9.76,漲停
2026-01-07,2038,海光,15.6,9.86,漲停
2026-01-07,1471,首利,9.6,9.97,漲停
2026-01-07,9962,有益,11.35,9.66,漲停
2026-01-07,1303,南亞,64.7,9.85,漲停
2026-01-07,3025,星通,70.9,9.92,漲停
2026-01-07,3027,盛達,24.55,9.84,漲停
2026-01-07,5521,工信,23.9,9.89,漲停
2026-01-07,6116,彩晶,10.6,9.84,漲停
2026-01-07,3532,台勝科,119.0,9.68,漲停
2026-01-07,3576,聯合再生,9.32,9.91,漲停
2026-01-07,3669,圓展,38.7,9.94,漲停
2026-01-07,2409,友達,16.7,9.87,漲停
2026-01-07,2451,創見,238.0,9.93,漲停
2026-01-07,6415,矽力*-KY,227.0,9.93,漲停
2026-01-07,6443,元晶,28.4,9.86,漲停
2026-01-07,3049,精金,7.19,9.94,漲停
2026-01-07,3060,銘異,36.35,9.98,漲停
2026-01-07,3437,榮創,15.45,9.96,漲停
2026-01-07,2495,普安,33.3,9.9,漲停
2026-01-07,5269,祥碩,1305.0,9.66,漲停
2026-01-07,2303,聯電,54.1,9.96,漲停
2026-01-07,2337,旺宏,57.6,9.92,漲停
2026-01-07,2342,茂矽,36.15,9.88,漲停
2026-01-07,2349,錸德,16.15,9.86,漲停
2026-01-07,2367,燿華,31.65,9.9,漲停
2026-01-07,2369,菱生,26.65,9.9,漲停
2026-01-07,8105,凌巨,15.0,9.89,漲停
2026-01-07,8215,明基材,22.2,9.9,漲停
2026-01-07,8422,可寧衛*,34.9,9.92,漲停
2026-01-08,1586,和勤,29.15,10.0,漲停
2026-01-08,3693,營邦,355.5,9.89,漲停
2026-01-08,6603,富強鑫,30.45,9.93,漲停
2026-01-08,4973,廣穎,48.5,9.98,漲停
2026-01-08,5213,亞昕,25.65,9.85,漲停
2026-01-08,5223,安力-KY,30.15,9.84,漲停
2026-01-08,5302,太欣,10.3,9.81,漲停
2026-01-08,5314,世紀*,102.5,9.63,漲停
2026-01-08,5465,富驊,31.75,9.86,漲停
2026-01-08,6015,宏遠證,12.35,9.78,漲停
2026-01-08,6016,康和證,15.15,9.78,漲停
2026-01-08,4542,科嶠,95.9,9.98,漲停
2026-01-08,4726,永昕,34.4,9.9,漲停
2026-01-08,3430,奇鈦科,75.3,9.93,漲停
2026-01-08,3498,陽程,55.6,9.88,漲停
2026-01-08,8059,凱碩,22.35,9.83,漲停
2026-01-08,8074,鉅橡,51.2,9.87,漲停
2026-01-08,8088,品安,54.1,9.85,漲停
2026-01-08,2337,旺宏,63.3,9.9,漲停
2026-01-08,2380,虹光,5.53,9.94,漲停
2026-01-08,1714,和桐,8.97,9.93,漲停
2026-01-08,1789,神隆,22.7,9.93,漲停
2026-01-08,2025,千興,12.95,9.75,漲停
2026-01-08,3138,耀登,113.5,9.66,漲停
2026-01-08,3588,通嘉,54.2,9.94,漲停
2026-01-08,8033,雷虎,158.5,9.69,漲停
2026-01-08,6443,元晶,31.2,9.86,漲停
2026-01-08,7786,東方風能,169.5,9.71,漲停
2026-01-08,6116,彩晶,11.65,9.91,漲停
2026-01-08,6141,柏承,11.75,9.81,漲停
2026-01-09,6603,富強鑫,33.45,9.85,漲停
2026-01-09,3623,富晶通,30.3,9.98,漲停
2026-01-09,4171,瑞基,20.05,9.86,漲停
2026-01-09,5543,桓鼎-KY,36.9,9.99,漲停
2026-01-09,6104,創惟,101.5,9.85,漲停
2026-01-09,6113,亞矽,24.05,9.82,漲停
2026-01-09,3360,尚立,15.5,9.93,漲停
2026-01-09,3541,西柏,26.25,9.83,漲停
2026-01-09,5291,邑昇,37.0,9.96,漲停
2026-01-09,5302,太欣,11.3,9.71,漲停
2026-01-09,6163,華電網,59.7,9.94,漲停
2026-01-09,4541,晟田,45.65,10.0,漲停
2026-01-09,4542,科嶠,105.0,9.49,漲停
2026-01-09,4743,合一,69.3,10.0,漲停
2026-01-09,8074,鉅橡,56.3,9.96,漲停
2026-01-09,8042,金山電,63.8,10.0,漲停
2026-01-09,8043,蜜望實,87.4,9.94,漲停
2026-01-09,1810,和成,20.35,10.0,漲停
2026-01-09,2313,華通,115.5,10.0,漲停
2026-01-09,3138,耀登,124.5,9.69,漲停
2026-01-09,3543,州巧,46.75,10.0,漲停
2026-01-09,3715,定穎投控,139.5,9.84,漲停
2026-01-09,6515,穎崴,3490.0,9.92,漲停
2026-01-09,6668,中揚光,39.05,10.0,漲停
2026-01-09,5521,工信,24.25,9.98,漲停
2026-01-09,5269,祥碩,1400.0,9.8,漲停
2026-01-09,8021,尖點,215.5,9.95,漲停
2026-01-09,8150,南茂,58.3,10.0,漲停
2026-01-09,8422,可寧衛*,39.05,10.0,漲停
2026-01-09,8996,高力,635.0,9.86,漲停
2026-01-09,6834,天二科技,29.85,9.94,漲停
2026-01-12,3362,先進光,103.0,9.57,漲停
2026-01-12,3455,由田,121.5,9.95,漲停
2026-01-12,3499,環天科,19.0,9.83,漲停
2026-01-12,3581,博磊,72.4,9.86,漲停
2026-01-12,5291,邑昇,40.7,10.0,漲停
2026-01-12,5302,太欣,12.4,9.73,漲停
2026-01-12,5347,世界,119.0,9.68,漲停
2026-01-12,6163,華電網,65.6,9.88,漲停
2026-01-12,3081,聯亞,673.0,9.97,漲停
2026-01-12,3152,璟德,155.5,9.89,漲停
2026-01-12,3207,耀勝,83.3,9.89,漲停
2026-01-12,3226,龍鋒,43.9,9.89,漲停
2026-01-12,4909,新復興,62.2,9.89,漲停
2026-01-12,6265,方土昶,37.95,10.0,漲停
2026-01-12,6465,威潤,41.45,9.95,漲停
2026-01-12,6488,環球晶,472.0,9.9,漲停
2026-01-12,6517,保勝光學,70.9,9.92,漲停
2026-01-12,5425,台半,59.9,9.91,漲停
2026-01-12,3663,鑫科,57.9,9.87,漲停
2026-01-12,4130,健亞,36.55,9.92,漲停
2026-01-12,1781,合世,12.35,9.78,漲停
2026-01-12,6791,虎門科技,113.5,9.66,漲停
2026-01-12,6903,巨漢,251.5,9.83,漲停
2026-01-12,7717,萊德光電-KY,411.0,9.89,漲停
2026-01-12,7728,光焱科技,658.0,9.85,漲停
2026-01-12,7751,竑騰,795.0,9.96,漲停
2026-01-12,7810,捷創科技,285.0,9.83,漲停
2026-01-12,8064,東捷,50.8,9.96,漲停
2026-01-12,8080,泰霖,35.95,9.94,漲停
2026-01-12,1449,佳和,12.4,9.73,漲停
2026-01-12,2305,全友,12.4,9.73,漲停
2026-01-12,2312,金寶,25.05,9.87,漲停
2026-01-12,2313,華通,127.0,9.96,漲停
2026-01-12,2367,燿華,33.65,9.97,漲停
2026-01-12,2527,宏璟,32.2,9.9,漲停
2026-01-12,2406,國碩,28.05,10.0,漲停
2026-01-12,2408,南亞科,239.0,9.89,漲停
2026-01-12,2413,環科,47.3,10.0,漲停
2026-01-12,2419,仲琦,28.15,9.96,漲停
2026-01-12,2455,全新,162.0,9.83,漲停
2026-01-12,2485,兆赫,27.5,10.0,漲停
2026-01-12,3135,凌航,103.5,9.52,漲停
2026-01-12,3138,耀登,136.5,9.64,漲停
2026-01-12,3305,昇貿,121.5,9.95,漲停
2026-01-12,3481,群創,22.0,10.0,漲停
2026-01-12,3701,大眾控,55.9,9.61,漲停
2026-01-12,9955,佳龍,33.55,10.0,漲停
2026-01-12,8341,日友,85.1,9.95,漲停
2026-01-12,8422,可寧衛*,42.95,9.99,漲停
2026-01-12,8476,台境*,18.8,9.94,漲停
2026-01-12,8996,高力,698.0,9.92,漲停
2026-01-12,6239,力成,220.0,10.0,漲停
2026-01-12,6443,元晶,34.8,9.95,漲停
2026-01-12,6641,基士德-KY,21.35,9.77,漲停
2026-01-12,4958,臻鼎-KY,158.5,9.69,漲停
2026-01-12,6834,天二科技,32.8,9.88,漲停
2026-01-12,6863,永道-KY,130.0,9.7,漲停
2026-01-12,6909,創控,47.55,9.94,漲停
2026-01-13,4433,興采,24.2,10.0,漲停
2026-01-13,6265,方土昶,41.7,9.88,漲停
2026-01-13,3073,天方能源,33.85,9.9,漲停
2026-01-13,3226,龍鋒,48.25,9.91,漲停
2026-01-13,5011,久陽,11.2,9.8,漲停
2026-01-13,5425,台半,65.8,9.85,漲停
2026-01-13,5516,雙喜,16.75,9.84,漲停
2026-01-13,6624,萬年清,66.1,9.98,漲停
2026-01-13,6693,廣閎科,91.4,9.99,漲停
2026-01-13,1598,岱宇,21.75,9.85,漲停
2026-01-13,1717,長興,59.5,9.98,漲停
2026-01-13,8064,東捷,55.8,9.84,漲停
2026-01-13,8080,泰霖,39.5,9.87,漲停
2026-01-13,8289,泰藝,22.75,9.9,漲停
2026-01-13,2233,宇隆,242.0,10.0,漲停
2026-01-13,2305,全友,13.6,9.68,漲停
2026-01-13,2312,金寶,27.55,9.98,漲停
2026-01-13,2331,精英,26.2,9.85,漲停
2026-01-13,2371,大同,35.65,9.86,漲停
2026-01-13,6903,巨漢,276.5,9.94,漲停
2026-01-13,7751,竑騰,874.0,9.94,漲停
2026-01-13,8440,綠電,27.0,9.98,漲停
2026-01-13,2404,漢唐,1080.0,9.98,漲停
2026-01-13,2406,國碩,30.85,9.98,漲停
2026-01-13,2478,大毅,71.5,10.0,漲停
2026-01-13,2484,希華,23.0,9.79,漲停
2026-01-13,2485,兆赫,30.25,10.0,漲停
2026-01-13,8422,可寧衛*,47.2,9.9,漲停
2026-01-13,8476,台境*,20.65,9.84,漲停
2026-01-13,3135,凌航,113.5,9.66,漲停
2026-01-13,6239,力成,242.0,10.0,漲停
2026-01-13,6792,詠業,56.4,9.94,漲停
2026-01-13,6806,森崴能源,44.05,9.99,漲停
2026-01-13,9955,佳龍,36.9,9.99,漲停
2026-01-14,6173,信昌電,76.6,9.9,漲停
2026-01-14,6182,合晶,39.6,10.0,漲停
2026-01-14,5498,凱崴,60.5,10.0,漲停
2026-01-14,5530,龍巖,52.0,9.82,漲停
2026-01-14,5011,久陽,12.3,9.82,漲停
2026-01-14,5228,鈺鎧,28.05,10.0,漲停
2026-01-14,5328,華容,23.5,9.81,漲停
2026-01-14,4510,高鋒,44.65,9.98,漲停
2026-01-14,4513,福裕,18.35,9.88,漲停
2026-01-14,4533,協易機,25.1,9.85,漲停
2026-01-14,4556,旭然,28.4,9.86,漲停
2026-01-14,4561,健椿,33.2,9.93,漲停
2026-01-14,4903,聯光通,40.25,9.97,漲停
2026-01-14,6284,佳邦,93.2,9.91,漲停
2026-01-14,6485,點序,116.0,9.95,漲停
2026-01-14,3691,碩禾,95.0,9.95,漲停
2026-01-14,3577,泓格,66.7,9.88,漲停
2026-01-14,3152,璟德,183.0,9.91,漲停
2026-01-14,3221,台嘉碩,26.1,9.89,漲停
2026-01-14,3236,千如,35.9,9.95,漲停
2026-01-14,2390,云辰,10.95,9.72,漲停
2026-01-14,2419,仲琦,32.75,9.9,漲停
2026-01-14,2424,隴華,35.3,9.97,漲停
2026-01-14,2484,希華,25.3,10.0,漲停
2026-01-14,2485,兆赫,33.25,9.92,漲停
2026-01-14,2305,全友,14.95,9.93,漲停
2026-01-14,2312,金寶,30.3,9.98,漲停
2026-01-14,2314,台揚,22.35,9.83,漲停
2026-01-14,2331,精英,28.8,9.92,漲停
2026-01-14,2332,友訊,17.05,10.0,漲停
2026-01-14,2349,錸德,16.3,9.76,漲停
2026-01-14,8440,綠電,29.7,10.0,漲停
2026-01-14,8289,泰藝,25.0,9.89,漲停
2026-01-14,2028,威致,19.9,9.94,漲停
2026-01-14,2062,橋椿,22.65,9.95,漲停
2026-01-14,2491,吉祥全,20.8,9.76,漲停
2026-01-14,1503,士電,198.0,10.0,漲停
2026-01-14,1504,東元,90.5,9.96,漲停
2026-01-14,8034,榮群,26.65,9.9,漲停
2026-01-14,8042,金山電,70.4,10.0,漲停
2026-01-14,8043,蜜望實,98.7,9.91,漲停
2026-01-14,1514,亞力,108.5,9.6,漲停
2026-01-14,1519,華城,893.0,9.98,漲停
2026-01-14,1528,恩德,24.25,9.48,漲停
2026-01-14,1540,喬福,25.4,9.96,漲停
2026-01-14,1711,永光,24.3,9.95,漲停
2026-01-14,1721,三晃,17.05,10.0,漲停
2026-01-14,3050,鈺德,15.3,9.68,漲停
2026-01-14,3058,立德,10.2,9.68,漲停
2026-01-14,9955,佳龍,40.55,9.89,漲停
2026-01-14,6449,鈺邦,189.0,9.88,漲停
2026-01-14,6641,基士德-KY,25.75,9.81,漲停
2026-01-14,6672,騰輝電子-KY,100.5,9.48,漲停
2026-01-14,6674,鋐寶科技,22.15,9.93,漲停
2026-01-14,6142,友勁,10.1,9.66,漲停
2026-01-14,6155,鈞寶,55.2,9.96,漲停
2026-01-14,6216,居易,29.15,10.0,漲停
2026-01-14,8101,華冠,16.55,9.97,漲停
2026-01-14,8422,可寧衛*,51.9,9.96,漲停
2026-01-14,8476,台境*,22.7,9.93,漲停
2026-01-14,3501,維熹,52.4,9.85,漲停
2026-01-14,3576,聯合再生,10.75,9.92,漲停
2026-01-14,4562,穎漢,39.7,9.97,漲停
2026-01-14,4989,榮科,60.5,10.0,漲停
2026-01-15,6134,萬旭,32.55,9.97,漲停
2026-01-15,3663,鑫科,68.4,9.97,漲停
2026-01-15,3691,碩禾,104.5,10.0,漲停
2026-01-15,5452,佶優,31.7,9.88,漲停
2026-01-15,5475,德宏,92.6,9.98,漲停
2026-01-15,5498,凱崴,66.5,9.92,漲停
2026-01-15,4939,亞電,40.3,9.96,漲停
2026-01-15,5011,久陽,13.5,9.76,漲停
2026-01-15,5328,華容,25.85,10.0,漲停
2026-01-15,5340,建榮,76.6,9.9,漲停
2026-01-15,3354,律勝,32.2,9.9,漲停
2026-01-15,6588,東典光電,52.5,9.83,漲停
2026-01-15,4533,協易機,27.6,9.96,漲停
2026-01-15,4534,慶騰,16.35,9.73,漲停
2026-01-15,4556,旭然,31.2,9.86,漲停
2026-01-15,7717,萊德光電-KY,479.5,9.98,漲停
2026-01-15,1617,榮星,16.15,9.86,漲停
2026-01-15,1717,長興,67.1,10.0,漲停
2026-01-15,1721,三晃,18.75,9.97,漲停
2026-01-15,2312,金寶,33.3,9.9,漲停
2026-01-15,2485,兆赫,36.55,9.92,漲停
2026-01-15,1802,台玻,38.0,9.99,漲停
2026-01-15,2025,千興,13.35,9.88,漲停
2026-01-15,1303,南亞,69.7,9.94,漲停
2026-01-15,8088,品安,60.5,10.0,漲停
2026-01-15,3346,麗清,21.05,9.92,漲停
2026-01-15,3501,維熹,57.6,9.92,漲停
2026-01-15,3504,揚明光,57.5,9.94,漲停
2026-01-15,3535,晶彩科,97.7,9.9,漲停
2026-01-15,3591,艾笛森,20.4,9.97,漲停
2026-01-15,3645,達邁,60.0,9.89,漲停
2026-01-15,6152,百一,12.85,9.83,漲停
2026-01-15,6155,鈞寶,60.7,9.96,漲停
2026-01-15,6226,光鼎,8.32,9.91,漲停
2026-01-15,4764,雙鍵,133.0,9.92,漲停
2026-01-15,4989,榮科,66.5,9.92,漲停
2026-01-15,6838,台新藥,29.75,9.98,漲停
2026-01-15,6919,康霈*,165.0,10.0,漲停
2026-01-15,6928,攸泰科技,57.2,10.0,漲停
